IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
502049,Bajka,328,48.1540918,18.5039444,502049.0,Korčok,2.94,0.0,2.94,20.59,35.29,1.47,0.0,4.41,0.0,32.35,0.0
502057,Bátovce,1184,48.285921,18.7745383,502057.0,Pellegrini,0.39,0.0,0.0,15.18,27.63,0.58,2.72,0.58,0.0,52.53,0.39
502065,Beša (LV) - Barsbese,635,48.1489447,18.4036671,502065.0,Pellegrini,0.0,0.0,18.4,11.32,28.3,1.42,0.47,2.83,0.94,36.32,0.0
502073,Bielovce - Ipolybél,225,47.9940106,18.7630454,502073.0,Forró,0.0,0.0,53.85,1.28,5.13,2.56,0.0,5.13,0.0,32.05,0.0
502090,Bory - Bori,321,48.1912714,18.7506377,502090.0,Pellegrini,0.0,0.0,12.59,20.74,25.93,0.74,0.0,5.19,0.0,34.81,0.0
502103,Brhlovce,296,48.220809,18.7374659,502103.0,Pellegrini,0.0,0.0,0.0,15.29,33.12,1.27,0.64,1.27,0.0,48.41,0.0
502111,Čajkov,957,48.3133584,18.6115083,502111.0,Korčok,0.0,0.61,0.0,9.78,43.79,0.41,0.81,0.81,0.2,43.58,0.0
502120,Čaka,743,48.0385693,18.4715534,502120.0,Pellegrini,1.08,0.0,0.0,15.47,23.38,1.08,2.88,1.08,0.0,55.04,0.0
502154,Demandice,966,48.1217221,18.7877203,502154.0,Korčok,0.0,0.63,10.73,13.56,40.69,1.26,2.21,3.47,0.0,27.44,0.0
502162,Devičany,408,48.3249928,18.6858253,502162.0,Pellegrini,0.0,0.48,0.96,9.09,34.45,0.96,0.96,0.96,0.0,51.67,0.48
502171,Dolná Seč,525,48.1854622,18.5670624,502171.0,Korčok,0.0,0.48,2.39,12.92,44.02,0.96,1.44,0.96,0.0,36.84,0.0
502189,Dolné Semerovce - Alsószemeréd,540,48.1117519,18.8501568,502189.0,Pellegrini,0.0,0.0,31.19,7.34,5.5,0.92,1.83,3.67,0.0,49.54,0.0
502197,Dolný Pial,911,48.1302405,18.4626281,502197.0,Pellegrini,0.0,0.28,0.83,17.68,29.01,1.66,1.66,3.31,0.28,45.03,0.28
502201,Domadice,242,48.1827525,18.7818986,502201.0,Pellegrini,0.0,0.85,0.85,11.86,32.2,0.85,3.39,0.85,0.0,49.15,0.0
502219,Drženice,382,48.2759693,18.6956911,502219.0,Pellegrini,0.0,0.0,0.0,19.7,29.29,1.01,1.52,3.54,0.0,44.95,0.0
502227,Farná - Farnad,1349,48.0085269,18.5070662,502227.0,Forró,0.24,0.0,54.42,4.53,16.23,0.48,0.24,1.43,0.0,22.2,0.24
502243,Hokovce - Egeg,505,48.1573425,18.8472574,502243.0,Pellegrini,0.0,0.0,21.58,11.58,28.42,0.53,0.0,2.63,0.0,35.26,0.0
502251,Hontianska Vrbica - Hontfüzesgyarmat,611,48.1391025,18.7137802,502251.0,Pellegrini,0.0,0.46,13.24,17.35,26.94,0.0,2.74,3.65,0.0,35.62,0.0
502260,Horná Seč,570,48.2048806,18.5478381,502260.0,Korčok,0.0,0.62,7.48,7.79,52.34,0.31,2.18,1.87,0.0,27.41,0.0
502278,Horné Semerovce - Felsőszemeréd,641,48.1306331,18.8601928,502278.0,Pellegrini,0.0,0.0,14.37,14.94,22.99,0.57,0.0,4.02,0.0,43.1,0.0
502286,Horné Turovce - Felsőtúr,567,48.1264675,18.9578031,502286.0,Pellegrini,0.54,0.0,28.26,8.7,22.83,0.54,1.09,3.8,0.0,34.24,0.0
502294,Horný Pial - Felsőpél,268,48.156659,18.4460754,502294.0,Pellegrini,0.0,0.0,18.09,9.57,31.91,0.0,0.0,3.19,0.0,37.23,0.0
502324,Hronovce - Lekér,1486,48.0044629,18.6433244,502324.0,Pellegrini,0.0,0.0,20.41,16.97,19.95,1.15,1.83,4.13,0.0,35.32,0.23
502332,Hronské Kľačany,1401,48.2384195,18.5767159,502332.0,Korčok,0.0,1.29,0.0,12.21,46.41,0.57,2.44,1.72,0.43,34.34,0.57
502341,Hronské Kosihy,742,48.2676996,18.5900629,502341.0,Korčok,0.0,0.0,0.31,12.54,39.81,0.63,2.19,4.7,0.31,39.5,0.0
502359,Iňa,229,48.1805866,18.4229078,502359.0,Pellegrini,0.0,1.75,1.75,11.4,28.95,0.88,1.75,1.75,0.88,50.88,0.0
502367,Ipeľské Úľany - Ipolyfödémes,274,48.1335396,19.0362293,502367.0,Forró,0.0,0.0,61.26,6.31,17.12,0.9,0.0,0.0,0.9,13.51,0.0
502375,Ipeľský Sokolec - Ipolyszakállos,829,48.0150296,18.7914505,502375.0,Forró,0.0,0.0,56.87,5.21,12.8,0.95,0.0,5.21,0.0,18.96,0.0
502383,Jabloňovce,209,48.329793,18.7963846,502383.0,Pellegrini,0.84,0.0,0.84,23.53,29.41,0.0,1.68,0.84,0.0,42.86,0.0
502391,Jur nad Hronom - Garamszentgyörgy,983,48.1286867,18.6236215,502391.0,Pellegrini,0.0,0.75,17.04,10.03,30.08,0.5,0.75,2.01,0.0,38.1,0.75
502413,Kalná nad Hronom,2073,48.1948924,18.5141226,502413.0,Korčok,0.38,0.38,5.09,16.54,42.62,0.76,1.53,1.4,0.25,30.92,0.13
502421,Kozárovce,2082,48.3098349,18.5003008,502421.0,Pellegrini,0.34,1.25,0.34,13.77,31.85,0.34,3.19,1.59,0.11,46.99,0.23
502430,Krškany,791,48.2226679,18.6768625,502430.0,Korčok,1.37,1.92,0.0,11.81,40.38,0.55,2.47,1.37,0.0,40.11,0.0
502448,Kubáňovo - Szete,256,48.0579444,18.8047845,502448.0,Forró,0.0,0.0,48.72,8.97,11.54,1.28,0.0,3.85,0.0,25.64,0.0
502456,Kukučínov,587,48.0892038,18.6961073,502456.0,Pellegrini,0.0,0.68,5.44,10.2,25.85,0.68,0.68,8.16,0.0,48.3,0.0
502464,Kuraľany,475,47.9850749,18.5549958,502464.0,Pellegrini,0.0,0.45,0.0,14.41,22.07,0.45,1.35,1.8,0.0,59.46,0.0
502472,Keť - Érsekkéty,577,47.9631837,18.5842631,502472.0,Forró,0.0,0.45,73.42,3.6,6.76,0.0,0.45,0.45,0.0,14.86,0.0
502481,Lok,1073,48.1766854,18.4719169,502481.0,Pellegrini,0.0,0.32,0.95,18.04,26.27,0.32,0.63,0.95,0.32,52.22,0.0
502499,Lontov - Lontó,662,48.0442283,18.7705648,502499.0,Forró,0.73,0.0,31.39,15.33,15.33,1.46,0.0,7.3,0.0,27.74,0.73
502502,Lula,175,48.1713067,18.3647392,502502.0,Pellegrini,0.0,0.0,0.0,20.0,11.25,1.25,1.25,0.0,1.25,65.0,0.0
502511,Málaš - Málas,480,48.052993,18.5175711,502511.0,Pellegrini,0.0,0.0,19.71,10.22,24.09,0.73,1.46,2.19,0.0,41.61,0.0
502537,Malé Ludince - Kisölved,170,47.9840336,18.7003524,502537.0,Forró,0.0,1.82,70.91,1.82,10.91,0.0,0.0,0.0,0.0,14.55,0.0
502570,Mýtne Ludany - Vámosladány,980,48.1632565,18.6630738,502570.0,Pellegrini,0.0,0.62,21.3,11.11,30.25,0.0,0.31,3.09,0.0,33.02,0.31
502588,Nová Dedina,1456,48.2820002,18.648134,502588.0,Pellegrini,0.0,1.1,0.14,15.07,38.08,0.82,2.19,1.78,0.0,40.82,0.0
502596,Nový Tekov,897,48.2406723,18.4899514,502596.0,Korčok,0.0,0.69,1.61,10.57,41.15,1.38,1.15,3.22,0.23,40.0,0.0
502600,Nýrovce - Nyírágó,520,48.0188,18.5702234,502600.0,Pellegrini,0.0,0.0,32.1,14.81,16.67,1.23,0.0,2.47,0.0,32.72,0.0
502618,Ondrejovce,440,48.1340791,18.5218633,502618.0,Korčok,0.58,0.0,8.67,10.98,41.62,0.0,0.58,2.89,0.0,34.1,0.58
502626,Pastovce - Ipolypásztó,495,47.9631252,18.7427598,502626.0,Forró,0.0,0.84,31.09,10.92,21.01,0.0,0.0,8.4,0.0,27.73,0.0
502634,Pečenice,127,48.2982687,18.7947932,502634.0,Pellegrini,0.0,0.0,0.0,7.5,43.75,1.25,1.25,1.25,0.0,45.0,0.0
502642,Plášťovce - Palást,1504,48.1640353,18.9985102,502642.0,Forró,0.0,0.21,33.4,10.57,20.51,0.42,1.06,2.96,0.42,29.81,0.63
502651,Plavé Vozokany,774,48.0741519,18.4660978,502651.0,Pellegrini,0.0,0.43,0.0,7.66,27.66,1.28,0.0,2.13,0.0,60.85,0.0
502669,Podlužany (LV),764,48.2480241,18.6192095,502669.0,Pellegrini,0.26,0.52,0.0,12.44,40.93,0.26,1.3,1.81,0.26,41.97,0.26
502677,Pohronský Ruskov - Oroszka,1241,47.9760591,18.6463273,502677.0,Forró,0.28,0.28,36.34,8.73,14.93,1.13,0.85,3.1,0.0,34.37,0.0
502693,Pukanec,1777,48.3641781,18.7190863,502693.0,Pellegrini,0.12,0.0,0.35,14.85,29.59,0.58,1.87,1.17,0.47,50.88,0.12
502707,Rybník (LV),1406,48.3107223,18.5690294,502707.0,Pellegrini,0.29,0.14,0.0,14.12,34.95,0.43,1.57,1.14,0.0,47.22,0.14
502715,Santovka,659,48.1552027,18.7742805,502715.0,Pellegrini,0.3,1.51,0.9,12.35,33.73,0.9,1.81,3.01,0.0,45.48,0.0
502723,Sazdice - Százd,465,48.0861412,18.7940008,502723.0,Forró,0.0,0.0,42.15,9.09,26.45,0.0,1.65,3.31,0.0,17.36,0.0
502731,Sikenica - Peszektergenye,627,48.0665863,18.7248964,502731.0,Pellegrini,0.0,0.0,15.38,10.26,25.64,1.71,0.85,11.11,0.85,34.19,0.0
502740,Slatina - Szalatnya,312,48.1478248,18.9063885,502740.0,Forró,0.0,0.0,38.89,19.44,16.67,2.78,0.0,2.78,0.0,19.44,0.0
502758,Starý Hrádok,207,48.1552981,18.6338031,502758.0,Korčok,0.0,0.0,8.0,8.0,49.33,0.0,2.67,5.33,0.0,26.67,0.0
502766,Starý Tekov,1495,48.2440255,18.5508455,502766.0,Korčok,0.0,0.88,0.13,10.18,43.97,0.38,2.89,2.01,0.5,38.82,0.25
502782,Šahy - Ipolyság,7267,48.0795055,18.9560404,502782.0,Pellegrini,0.0,0.34,26.05,6.92,28.9,0.74,1.28,3.34,0.1,32.14,0.2
502791,Šalov - Garamsalló,352,48.0133238,18.7193487,502791.0,Forró,0.0,0.0,38.64,13.64,6.82,2.27,0.0,0.0,0.0,38.64,0.0
502804,Šarovce - Sáró,1606,48.0993094,18.6214513,502804.0,Pellegrini,0.0,0.0,7.64,11.63,29.57,0.66,0.66,10.96,0.0,38.87,0.0
502812,Tehla,465,48.1960433,18.3817747,502812.0,Pellegrini,0.56,0.56,9.04,14.69,24.86,3.39,2.82,3.95,0.56,39.55,0.0
502821,Tekovské Lužany - Nagysalló,2843,48.0915389,18.5393228,502821.0,Pellegrini,0.0,0.23,13.74,14.44,32.01,0.58,0.58,3.96,0.0,34.23,0.23
502847,Tekovský Hrádok - Barsvárad,380,48.1650499,18.5459111,502847.0,Pellegrini,0.0,0.0,11.02,17.8,27.12,0.0,0.0,0.85,0.0,43.22,0.0
502863,Tlmače,3637,48.2893445,18.5300325,502863.0,Pellegrini,0.06,0.44,0.06,11.97,34.84,0.69,1.94,2.19,0.25,47.56,0.0
502871,Tupá - Kistompa,568,48.1190811,18.9065985,502871.0,Pellegrini,0.0,0.44,10.04,11.35,27.95,3.93,0.87,4.37,0.0,41.05,0.0
502880,Turá - Tőre,215,48.1450323,18.5751109,502880.0,Pellegrini,0.0,1.43,4.29,25.71,14.29,1.43,1.43,2.86,0.0,48.57,0.0
502898,Uhliská,180,48.3942245,18.7445907,502898.0,Pellegrini,0.0,1.19,0.0,20.24,23.81,0.0,1.19,2.38,0.0,51.19,0.0
502910,Veľké Ludince - Nagyölved,1464,47.9622892,18.5008994,502910.0,Forró,0.24,0.48,52.77,6.75,11.57,0.24,0.72,1.45,0.0,25.78,0.0
502928,Veľké Turovce - Nagytúr,742,48.1034726,18.9560439,502928.0,Pellegrini,0.36,0.0,20.94,9.03,25.27,0.0,2.53,3.25,0.0,38.63,0.0
502936,Veľký Ďur,1319,48.2118034,18.4400194,502936.0,Pellegrini,0.0,0.71,0.36,10.83,36.94,3.37,1.78,1.78,0.0,44.05,0.18
502944,Vyškovce nad Ipľom - Ipolyvisk,655,48.074519,18.8535623,502944.0,Forró,0.0,0.0,37.78,5.0,18.33,5.56,0.56,5.56,0.0,27.22,0.0
502952,Vyšné nad Hronom - Nagyod,175,48.168227,18.5916882,502952.0,Forró,0.0,0.0,34.33,7.46,19.4,1.49,0.0,2.99,0.0,34.33,0.0
502961,Zalaba - Zalaba,141,47.962197,18.7038533,502961.0,Forró,0.0,0.0,49.18,9.84,9.84,0.0,0.0,4.92,0.0,26.23,0.0
502979,Zbrojníky - Kétfegyvernek,498,48.1111761,18.7095785,502979.0,Pellegrini,0.0,0.0,14.44,9.44,37.22,0.56,0.0,0.56,0.0,37.78,0.0
502987,Želiezovce - Zselíz,6756,48.050115,18.6319535,502987.0,Korčok,0.13,0.48,18.53,8.16,34.98,0.52,1.04,3.43,0.09,32.47,0.17
502995,Žemberovce,1229,48.2536652,18.7571984,502995.0,Pellegrini,0.0,0.19,0.19,11.54,36.54,1.15,1.92,1.15,0.58,46.73,0.0
503002,Žemliare - Zsemlér,150,48.1503477,18.6080309,503002.0,Forró,0.0,0.0,45.83,4.17,12.5,0.0,0.0,0.0,0.0,36.11,1.39
503011,Nové Zámky - Érsekújvár,37791,47.993465,18.1638947,503011.0,Korčok,0.05,0.44,6.77,9.03,46.66,0.36,1.54,2.69,0.05,32.28,0.13
503029,Andovce - Andód,1623,47.9897037,18.0908741,503029.0,Korčok,0.0,0.0,17.33,6.99,43.62,0.3,1.06,2.89,0.3,27.51,0.0
503037,Bajtava - Bajta,392,47.8532363,18.7428778,503037.0,Forró,0.0,0.0,51.09,9.78,9.78,0.0,0.0,1.09,0.0,28.26,0.0
503045,Bánov,3697,48.0454256,18.1920799,503045.0,Pellegrini,0.19,0.7,0.19,11.7,34.98,0.44,3.16,1.52,0.06,46.93,0.13
503053,Bardoňovo - Barsbaracska,682,48.1124403,18.4233609,503053.0,Pellegrini,0.76,1.14,13.69,9.89,25.48,0.38,1.52,2.28,0.38,43.73,0.76
503061,Belá (NZ) - Béla,325,47.8294505,18.5844522,503061.0,Forró,0.87,0.0,40.0,4.35,15.65,0.0,0.87,1.74,0.0,36.52,0.0
503070,Bešeňov - Zsitvabesenyő,1621,48.0450705,18.2717944,503070.0,Forró,0.0,0.0,37.53,6.84,26.93,0.0,0.0,4.64,0.0,24.06,0.0
503088,Bíňa - Bény,1433,47.9246837,18.6366902,503088.0,Forró,0.0,0.83,58.4,6.34,6.89,1.38,0.0,2.48,0.0,23.69,0.0
503096,Branovo,579,48.0229068,18.30593,503096.0,Korčok,0.0,0.35,1.4,10.88,43.51,0.0,1.05,0.7,0.0,42.11,0.0
503100,Bruty - Bart,578,47.9169381,18.5723279,503100.0,Forró,0.0,0.0,67.8,5.08,10.73,0.0,0.56,1.13,0.0,14.69,0.0
503118,Čechy,301,48.0394876,18.3708864,503118.0,Pellegrini,0.0,0.0,0.81,14.63,26.02,2.44,2.44,3.25,0.81,49.59,0.0
503126,Černík,1048,48.1632462,18.2315539,503126.0,Pellegrini,0.19,1.12,0.19,16.95,26.44,0.19,1.68,1.12,0.74,51.4,0.0
503134,Dedinka,677,48.0667918,18.4121123,503134.0,Pellegrini,0.0,0.66,0.0,12.5,26.64,0.66,0.66,1.32,0.0,57.57,0.0
503151,Dolný Ohaj,1505,48.075358,18.2650377,503151.0,Pellegrini,0.27,0.55,0.0,8.9,29.32,0.27,1.1,1.51,0.27,57.81,0.0
503169,Dubník - Csúz,1576,47.9445131,18.3102783,503169.0,Korčok,0.48,0.0,15.74,10.17,35.59,0.48,1.21,6.3,0.0,30.02,0.0
503177,Dvory nad Žitavou - Udvard,4999,47.9832205,18.2724631,503177.0,Korčok,0.14,0.21,22.32,7.21,35.37,0.41,0.62,3.98,0.14,29.53,0.07
503185,Gbelce - Köbölkút,2123,47.8435538,18.5107022,503185.0,Forró,0.3,0.3,44.74,5.86,17.12,0.15,0.3,2.4,0.0,28.83,0.0
503193,Hul,1212,48.1013139,18.280513,503193.0,Pellegrini,0.0,0.53,0.18,14.36,29.26,0.53,0.89,1.06,0.0,53.01,0.18
503207,Chľaba - Helemba,705,47.8334635,18.8118206,503207.0,Forró,0.0,0.52,43.52,9.84,12.95,0.0,1.55,1.04,0.0,30.57,0.0
503215,Jasová,1151,47.9852828,18.4060765,503215.0,Pellegrini,0.38,1.14,0.19,12.52,34.72,0.57,0.95,3.04,0.57,45.73,0.19
503223,Jatov,713,48.1375795,18.0036716,503223.0,Pellegrini,0.28,0.0,0.28,9.12,26.52,1.38,1.66,1.66,0.0,58.84,0.28
503231,Kamenica nad Hronom - Garamkövesd,1269,47.835957,18.7315723,503231.0,Pellegrini,0.36,0.0,27.4,6.41,21.71,0.36,1.42,2.85,0.0,39.5,0.0
503240,Kamenín - Kéménd,1479,47.886901,18.6388555,503240.0,Forró,0.0,0.65,46.6,9.39,14.56,0.0,0.0,0.97,0.32,27.51,0.0
503258,Kamenný Most - Kőhídgyarmat,1060,47.8470004,18.6393981,503258.0,Forró,0.0,0.0,50.65,5.84,14.29,0.32,0.97,2.27,0.0,25.65,0.0
503266,Kmeťovo,827,48.1682662,18.2763056,503266.0,Pellegrini,0.22,2.68,0.0,12.08,33.78,1.12,0.45,3.13,0.22,46.31,0.0
503274,Kolta,1257,48.0186488,18.4160939,503274.0,Pellegrini,0.34,0.17,0.17,18.01,27.96,0.51,1.2,1.54,0.0,50.09,0.0
503282,Komjatice,4223,48.1450744,18.1588879,503282.0,Pellegrini,0.11,0.97,0.11,10.52,32.42,0.34,1.59,1.99,0.11,51.65,0.17
503291,Komoča - Kamocsa,955,47.9619667,18.0418629,503291.0,Forró,0.0,0.67,43.77,8.08,19.87,0.34,0.67,3.03,0.0,23.57,0.0
503312,Leľa - Leléd,308,47.8571382,18.7747117,503312.0,Forró,2.11,0.7,54.23,0.7,16.2,2.11,0.0,0.0,0.7,23.24,0.0
503321,Lipová (NZ),1524,48.1178698,18.1722491,503321.0,Pellegrini,0.0,1.29,0.14,14.2,24.96,1.29,1.29,1.0,0.0,55.81,0.0
503339,Ľubá - Libád,404,47.856937,18.5962424,503339.0,Forró,0.0,1.48,48.89,5.93,15.56,0.0,0.74,2.96,0.0,24.44,0.0
503347,Malá nad Hronom - Kicsind,398,47.8573022,18.6833399,503347.0,Forró,0.83,0.0,44.63,4.13,6.61,0.0,0.0,0.0,0.0,43.8,0.0
503355,Malé Kosihy - Ipolykiskeszi,379,47.9263622,18.7424435,503355.0,Forró,0.0,0.0,41.33,6.67,21.33,0.0,1.33,1.33,0.0,28.0,0.0
503363,Maňa,2004,48.1522975,18.2943546,503363.0,Pellegrini,0.12,0.59,0.12,14.67,24.14,0.83,1.54,1.07,0.24,56.69,0.0
503371,Michal nad Žitavou,672,48.1881997,18.2676845,503371.0,Pellegrini,0.0,1.26,0.0,18.69,25.0,0.25,0.51,1.26,0.0,53.03,0.0
503380,Veľký Kýr - Nyitranagykér,2980,48.1768847,18.1440673,503380.0,Korčok,0.09,0.27,21.79,9.69,39.46,0.09,0.63,4.39,0.09,23.5,0.0
503398,Mojzesovo,1346,48.1368855,18.2346593,503398.0,Pellegrini,0.0,0.0,0.19,10.32,27.02,0.19,1.88,2.06,0.0,58.35,0.0
503401,Mužla - Muzsla,1912,47.7930146,18.5694838,503401.0,Forró,0.22,0.0,55.24,5.46,17.47,0.22,0.44,0.87,0.22,19.87,0.0
503436,Nová Vieska - Kisújfalu,656,47.8680308,18.4562842,503436.0,Forró,0.0,0.0,76.34,3.44,7.25,0.0,1.15,0.38,0.0,11.45,0.0
503452,Palárikovo,4272,48.0363648,18.0596026,503452.0,Pellegrini,0.06,0.56,0.06,13.87,31.47,1.31,1.87,1.43,0.19,49.07,0.12
503461,Bodíky - Nagybodak,274,47.9117548,17.4606531,503461.0,Korčok,0.0,0.0,29.88,4.88,34.15,0.61,2.44,1.22,0.0,26.83,0.0
503479,Podhájska,1077,48.1028461,18.3409909,503479.0,Pellegrini,0.0,0.95,0.0,13.07,29.92,0.38,3.22,1.14,0.19,51.14,0.0
503487,Pozba - Pozba,456,48.1123549,18.3829688,503487.0,Forró,0.0,0.47,38.5,7.51,26.29,0.94,1.41,3.76,0.0,21.13,0.0
503495,Radava,757,48.0933778,18.3132135,503495.0,Pellegrini,0.0,1.25,0.0,17.46,28.43,0.75,1.75,2.99,0.25,46.88,0.25
503509,Rastislavice,951,48.1402551,18.075082,503509.0,Pellegrini,0.0,0.44,0.0,11.28,25.66,0.44,1.11,1.99,0.0,59.07,0.0
503517,Rúbaň - Fűr,926,47.9300435,18.3955878,503517.0,Forró,0.0,0.0,56.12,4.64,8.44,0.42,0.84,1.69,0.0,27.85,0.0
503525,Salka - Ipolyszalka,974,47.8902719,18.733892,503525.0,Forró,0.0,0.93,49.54,6.02,9.72,0.0,0.46,2.31,0.0,31.02,0.0
503533,Semerovo,1332,48.0074346,18.3464518,503533.0,Pellegrini,0.0,0.0,0.0,22.18,15.52,2.02,0.6,2.22,0.0,57.46,0.0
503541,Sikenička - Kisgyarmat,436,47.9297292,18.6949904,503541.0,Forró,0.0,0.0,77.69,5.79,1.65,0.0,0.0,2.48,0.0,12.4,0.0
503550,Strekov - Kürt,1926,47.8991815,18.4074962,503550.0,Forró,0.19,0.38,62.29,3.56,17.07,0.38,0.19,1.88,0.0,14.07,0.0
503568,Svodín - Szőgyén,2412,47.906161,18.506185,503568.0,Forró,0.18,0.36,54.23,5.41,14.95,0.54,0.0,2.52,0.36,21.44,0.0
503576,Šarkan - Sárkányfalva,371,47.8597018,18.5616497,503576.0,Forró,1.2,0.0,51.81,2.41,13.25,0.0,0.0,0.0,0.0,31.33,0.0
503584,Štúrovo - Párkány,9777,47.7962708,18.7058626,503584.0,Pellegrini,0.1,0.16,27.12,6.62,30.35,0.42,0.95,1.79,0.1,32.27,0.13
503592,Šurany,9562,48.0834214,18.1630492,503592.0,Pellegrini,0.07,0.22,0.19,13.62,30.35,0.53,1.44,1.29,0.14,52.05,0.1
503606,Trávnica,1032,48.1421722,18.3458419,503606.0,Pellegrini,0.2,0.39,0.0,13.28,35.16,0.78,0.98,1.37,0.0,47.66,0.2
503614,Tvrdošovce - Tardoskedd,5183,48.090436,18.0439981,503614.0,Korčok,0.2,0.26,26.77,7.28,34.65,0.2,1.05,3.02,0.07,26.51,0.0
503631,Veľké Lovce,1803,48.0664322,18.3464959,503631.0,Pellegrini,0.0,0.71,1.99,12.07,31.82,0.14,1.28,2.56,0.14,49.29,0.0
503649,Zemné - Szímő,2136,47.9953505,18.0387872,503649.0,Forró,0.0,0.0,45.17,7.83,14.94,0.73,0.18,3.1,0.0,28.05,0.0
503665,Galanta - Galánta,15052,48.1993834,17.7266538,503665.0,Korčok,0.1,0.45,11.3,10.32,44.29,0.3,1.48,2.34,0.03,29.34,0.06
503673,Abrahám,1120,48.2475978,17.6207128,503673.0,Pellegrini,0.18,1.07,0.53,12.1,35.77,1.96,2.49,3.56,0.36,41.99,0.0
503681,Boldog - Pozsonyboldogfa,488,48.2367879,17.4292957,503681.0,Korčok,0.0,0.0,21.98,8.42,48.72,0.37,0.73,4.4,0.0,15.38,0.0
503690,Čierna Voda - Feketenyék,1424,48.1235736,17.6403713,503690.0,Forró,0.0,0.0,53.74,7.27,15.86,0.0,0.22,2.64,0.0,20.26,0.0
503703,Čierny Brod - Vízkelet,1645,48.1787985,17.6232697,503703.0,Forró,0.0,0.0,40.58,8.97,25.34,0.0,0.67,3.14,0.0,21.3,0.0
503711,Diakovce - Deáki,2381,48.1355574,17.8172074,503711.0,Forró,0.23,0.34,34.02,7.85,29.58,0.57,0.68,3.53,0.0,23.09,0.11
503720,Dlhá nad Váhom - Vághosszúfalu,913,48.1817607,17.8629308,503720.0,Korčok,0.0,0.24,30.17,5.94,39.19,0.48,0.24,5.46,0.0,18.29,0.0
503746,Dolné Saliby - Alsószeli,2020,48.0924664,17.7922829,503746.0,Forró,0.0,0.57,54.4,4.26,19.6,0.43,0.57,3.27,0.0,16.76,0.14
503754,Dolný Chotár - Alsóhatár,361,47.9945726,17.8594173,503754.0,Forró,0.0,0.0,40.0,8.42,23.16,1.05,1.05,6.32,0.0,20.0,0.0
503762,Gáň,870,48.2326048,17.7201306,503762.0,Pellegrini,0.24,0.24,1.2,11.24,39.23,0.24,2.87,2.87,0.48,41.39,0.0
503771,Horné Saliby - Felsőszeli,3198,48.1137888,17.7471421,503771.0,Forró,0.0,0.33,37.46,8.78,24.41,0.25,0.17,3.34,0.08,25.17,0.0
503789,Hoste,437,48.2612047,17.6418318,503789.0,Pellegrini,0.43,2.13,0.43,15.74,32.77,0.43,2.13,4.68,0.0,41.28,0.0
503797,Hrubá Borša,1323,48.177381,17.4807634,503797.0,Korčok,0.13,0.89,3.7,5.87,64.41,0.38,1.02,2.04,0.51,21.05,0.0
503801,Hrubý Šúr - Hegysúr,1038,48.1679352,17.4117684,503801.0,Korčok,0.22,0.65,17.65,7.63,49.67,0.0,0.87,5.01,0.0,18.3,0.0
503819,Hurbanova Ves,529,48.156497,17.4445071,503819.0,Korčok,0.28,1.38,1.93,11.05,57.46,0.0,0.28,1.93,0.28,25.41,0.0
503827,Jánovce (GA),492,48.1825889,17.5282412,503827.0,Korčok,0.4,0.0,9.52,7.54,46.43,0.4,3.57,1.98,0.4,29.76,0.0
503835,Jelka - Jóka,4042,48.1440902,17.5181118,503835.0,Forró,0.32,0.32,32.62,8.16,31.83,1.03,0.79,2.69,0.16,22.09,0.0
503843,Kajal - Nemeskajal,1554,48.1967514,17.7931789,503843.0,Korčok,0.0,0.54,29.57,9.5,33.51,0.0,0.9,3.23,0.0,22.58,0.18
503851,Kostolná pri Dunaji - Egyházfa,781,48.1741731,17.4449045,503851.0,Korčok,0.0,1.61,13.17,5.65,55.38,0.54,2.96,2.42,0.0,18.28,0.0
503860,Košúty - Nemeskosút,1793,48.1739384,17.6552225,503860.0,Korčok,0.27,0.27,16.35,10.9,37.33,0.0,0.68,3.41,0.14,30.38,0.27
503878,Kráľov Brod - Királyrév,1058,48.0486371,17.8282142,503878.0,Forró,0.0,0.0,63.05,5.87,14.96,0.0,0.0,1.76,0.29,14.08,0.0
503886,Kráľová nad Váhom - Vágkirályfa,1828,48.176716,17.8284711,503886.0,Korčok,0.0,0.13,22.76,6.37,39.27,0.39,1.3,3.77,0.0,25.88,0.13
503894,Kráľová pri Senci,2233,48.1946151,17.464591,503894.0,Korčok,0.1,0.92,0.41,11.41,51.32,0.51,2.55,1.32,0.1,31.26,0.1
503924,Mostová - Hidaskürt,1578,48.1015336,17.6388161,503924.0,Forró,0.0,0.38,47.08,7.34,25.24,0.0,0.19,2.64,0.0,17.14,0.0
503932,Neded - Negyed,3215,48.0036221,17.9618847,503932.0,Pellegrini,0.0,0.0,31.03,10.75,21.76,0.12,0.99,1.98,0.25,32.88,0.25
503959,Pata,3253,48.2794096,17.8278681,503959.0,Pellegrini,0.07,0.63,0.0,14.44,34.62,0.56,1.33,2.38,0.07,45.76,0.14
503967,Pusté Sady,605,48.3094515,17.8232501,503967.0,Pellegrini,0.0,0.75,0.0,16.54,31.58,0.0,0.38,3.01,0.0,46.99,0.75
503975,Pusté Úľany,1824,48.2187265,17.5581956,503975.0,Korčok,0.0,0.7,0.35,11.23,43.39,0.47,1.75,2.11,0.0,39.77,0.23
